timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1721504814211,1077,Account Page,200,OK,Login  1-34,text,true,,51520,370,13,13,https://magento.softwaretestingboard.com/customer/account,1057,0,0
1721504813114,2291,Login,200,OK,Login  1-47,text,true,,58329,774,13,13,https://magento.softwaretestingboard.com/customer/account/,1097,0,0
1721504813114,1097,Login-0,302,Found,Login  1-47,text,true,,6791,403,13,13,https://magento.softwaretestingboard.com/customer/account/loginPost,1097,0,0
1721504814210,1195,Login-1,200,OK,Login  1-47,text,true,,51538,371,13,13,https://magento.softwaretestingboard.com/customer/account/,1187,0,0
1721504813392,2024,Login,200,OK,Login  1-43,text,true,,58309,774,13,13,https://magento.softwaretestingboard.com/customer/account/,1027,0,0
1721504813392,1027,Login-0,302,Found,Login  1-43,text,true,,6783,403,13,13,https://magento.softwaretestingboard.com/customer/account/loginPost,1027,0,0
1721504814418,998,Login-1,200,OK,Login  1-43,text,true,,51526,371,13,13,https://magento.softwaretestingboard.com/customer/account/,990,0,0
1721504814449,1051,Account Page,200,OK,Login  1-30,text,true,,51528,370,13,13,https://magento.softwaretestingboard.com/customer/account,1031,0,0
1721504814281,1297,Account Page,200,OK,Login  1-44,text,true,,51512,370,12,12,https://magento.softwaretestingboard.com/customer/account,1284,0,0
1721504814899,823,Load Login(for key),200,OK,Login  1-11,text,true,,39686,157,11,11,https://magento.softwaretestingboard.com/customer/account/login,812,0,99
1721504815076,958,Account Page,200,OK,Login  1-48,text,true,,51514,370,11,11,https://magento.softwaretestingboard.com/customer/account,940,0,0
1721504815289,806,Load Login(for key),200,OK,Login  1-34,text,true,,39678,157,10,10,https://magento.softwaretestingboard.com/customer/account/login,794,0,100
1721504815023,1162,Account Page,200,OK,Login  1-49,text,true,,51518,336,10,10,https://magento.softwaretestingboard.com/customer/account,1152,0,0
1721504814968,1221,Account Page,200,OK,Login  1-39,text,true,,51512,370,10,10,https://magento.softwaretestingboard.com/customer/account,1207,0,0
1721504814115,2166,Login,200,OK,Login  1-2,text,true,,58319,774,9,9,https://magento.softwaretestingboard.com/customer/account/,1012,0,0
1721504814115,1012,Login-0,302,Found,Login  1-2,text,true,,6791,403,9,9,https://magento.softwaretestingboard.com/customer/account/loginPost,1012,0,0
1721504815127,1154,Login-1,200,OK,Login  1-2,text,true,,51528,371,9,9,https://magento.softwaretestingboard.com/customer/account/,1136,0,0
1721504815406,1040,Account Page,200,OK,Login  1-47,text,true,,51508,370,9,9,https://magento.softwaretestingboard.com/customer/account,1037,0,0
1721504815417,1050,Account Page,200,OK,Login  1-43,text,true,,51516,370,8,8,https://magento.softwaretestingboard.com/customer/account,1030,0,0
1721504814617,1995,Login,200,OK,Login  1-24,text,true,,58315,774,7,7,https://magento.softwaretestingboard.com/customer/account/,908,0,0
1721504814683,1929,Login,200,OK,Login  1-38,text,true,,58316,774,7,7,https://magento.softwaretestingboard.com/customer/account/,939,0,0
1721504814617,908,Login-0,302,Found,Login  1-24,text,true,,6785,403,7,7,https://magento.softwaretestingboard.com/customer/account/loginPost,908,0,0
1721504814683,939,Login-0,302,Found,Login  1-38,text,true,,6783,403,7,7,https://magento.softwaretestingboard.com/customer/account/loginPost,939,0,0
1721504815525,1087,Login-1,200,OK,Login  1-24,text,true,,51530,371,7,7,https://magento.softwaretestingboard.com/customer/account/,1034,0,0
1721504815622,990,Login-1,200,OK,Login  1-38,text,true,,51533,371,7,7,https://magento.softwaretestingboard.com/customer/account/,793,0,0
1721504814885,1734,Login,200,OK,Login  1-26,text,true,,58317,774,7,7,https://magento.softwaretestingboard.com/customer/account/,925,0,0
1721504814885,925,Login-0,302,Found,Login  1-26,text,true,,6789,403,7,7,https://magento.softwaretestingboard.com/customer/account/loginPost,925,0,0
1721504815811,808,Login-1,200,OK,Login  1-26,text,true,,51528,371,7,7,https://magento.softwaretestingboard.com/customer/account/,802,0,0
1721504816185,681,Load Login(for key),200,OK,Login  1-49,text,true,,39680,157,7,7,https://magento.softwaretestingboard.com/customer/account/login,659,0,101
1721504815725,1483,Login,200,OK,Login  1-11,text,true,,58311,774,7,7,https://magento.softwaretestingboard.com/customer/account/,744,0,0
1721504815725,744,Login-0,302,Found,Login  1-11,text,true,,6783,403,7,7,https://magento.softwaretestingboard.com/customer/account/loginPost,744,0,0
1721504816469,739,Login-1,200,OK,Login  1-11,text,true,,51528,371,7,7,https://magento.softwaretestingboard.com/customer/account/,728,0,0
1721504816283,897,Account Page,200,OK,Login  1-2,text,true,,51520,370,7,7,https://magento.softwaretestingboard.com/customer/account,883,0,0
1721504816620,894,Account Page,200,OK,Login  1-26,text,true,,51510,370,6,6,https://magento.softwaretestingboard.com/customer/account,876,0,0
1721504816613,930,Account Page,200,OK,Login  1-38,text,true,,51512,370,5,5,https://magento.softwaretestingboard.com/customer/account,902,0,0
1721504816613,934,Account Page,200,OK,Login  1-24,text,true,,51520,370,4,4,https://magento.softwaretestingboard.com/customer/account,930,0,0
1721504816096,1458,Login,200,OK,Login  1-34,text,true,,58313,774,3,3,https://magento.softwaretestingboard.com/customer/account/,716,0,0
1721504816096,716,Login-0,302,Found,Login  1-34,text,true,,6781,403,3,3,https://magento.softwaretestingboard.com/customer/account/loginPost,716,0,0
1721504816812,742,Login-1,200,OK,Login  1-34,text,true,,51532,371,3,3,https://magento.softwaretestingboard.com/customer/account/,735,0,0
1721504817214,924,Account Page,200,OK,Login  1-11,text,true,,51535,370,3,3,https://magento.softwaretestingboard.com/customer/account,752,0,0
1721504817555,738,Account Page,200,OK,Login  1-34,text,true,,51512,370,2,2,https://magento.softwaretestingboard.com/customer/account,727,0,0
1721504816867,1611,Login,200,OK,Login  1-49,text,true,,58309,774,1,1,https://magento.softwaretestingboard.com/customer/account/,702,0,0
1721504816867,702,Login-0,302,Found,Login  1-49,text,true,,6783,403,1,1,https://magento.softwaretestingboard.com/customer/account/loginPost,702,0,0
1721504817569,909,Login-1,200,OK,Login  1-49,text,true,,51526,371,1,1,https://magento.softwaretestingboard.com/customer/account/,887,0,0
1721504818479,893,Account Page,200,OK,Login  1-49,text,true,,51512,370,1,1,https://magento.softwaretestingboard.com/customer/account,885,0,0
